1789,415 WITTENRIDGE CT,ALPHARETTA,Georgia,
1998,10595 PLANTATION BRIDGE DR,JOHNS CREEK,Georgia,
1999,10595 PLANTATION BRIDGE DR,JOHNS CREEK,Georgia,
2008,145 COLONY RUN,JOHNS CREEK,Georgia,
2062,5045 ROXBURGH DR,ROSWELL,Georgia,
2253,595 RIDGEMONT DR,ROSWELL,Georgia,
2254,595 RIDGEMONT DR,ROSWELL,Georgia,
2307,325 IVY MILL CT,ROSWELL,Georgia,
2350,675 WATERBROOK TER,ROSWELL,Georgia,
2666,2870 SAPPHIRE ST,SOUTH FULTON,Georgia,
2674,3020 CREEL RD,SOUTH FULTON,Georgia,
2679,2595 FOXLAIR TRL,SOUTH FULTON,Georgia,
2687,6430 CEDAR HURST TRL,SOUTH FULTON,Georgia,
2690,6685 CEDAR HURST TRL,SOUTH FULTON,Georgia,
2701,110 WOODY PATH LN,SOUTH FULTON,Georgia,
2710,6915 KIMBERLY MILL RD,SOUTH FULTON,Georgia,
2712,7225 BUCK CREEK CT,SOUTH FULTON,Georgia,
2713,400 DOE CT,SOUTH FULTON,Georgia,
2768,5305 LONGMEADOW LN,SOUTH FULTON,Georgia,
2769,5305 WESTFORD CIR,SOUTH FULTON,Georgia,
2770,5320 WESTFORD CIR,SOUTH FULTON,Georgia,
2772,5505 LONGMEADOW LN,SOUTH FULTON,Georgia,
2776,5478 DEERFIELD TRL,SOUTH FULTON,Georgia,
2780,5573 STURBRIDGE WAY,SOUTH FULTON,Georgia,
2787,5846 DEERFIELD TRL,SOUTH FULTON,Georgia,
2819,2840 HARPER VALLEY DR,SOUTH FULTON,Georgia,
2822,5958 OLD BILL COOK RD,SOUTH FULTON,Georgia,
2825,3230 FLAT SHOALS RD,SOUTH FULTON,Georgia,
2827,6310 RED OAK RD,SOUTH FULTON,Georgia,
2830,6385 EL CAUDILLO CT,SOUTH FULTON,Georgia,
2833,0 HATHCOCK DR,COLLEGE PARK,Georgia,
2834,0 HATHCOCK DR,COLLEGE PARK,Georgia,
2844,2988 PALM SPRINGS CT,EAST POINT,Georgia,
2851,0 KENT RD,SOUTH FULTON,Georgia,
2852,4615 JANICE DR,SOUTH FULTON,Georgia,
2853,4615 JANICE DR,SOUTH FULTON,Georgia,
2854,4615 JANICE DR,SOUTH FULTON,Georgia,
2864,2085 SURREY TRL,SOUTH FULTON,Georgia,
2870,2454 WEST RD,SOUTH FULTON,Georgia,
2880,5430 TWIN LAKES DR,SOUTH FULTON,Georgia,
2882,5530 TWIN LAKES DR,SOUTH FULTON,Georgia,
2892,3410 PINE TREE TRL,SOUTH FULTON,Georgia,
2901,2555 FLAT SHOALS RD,SOUTH FULTON,Georgia,
2944,2123 BENIDORM CT,SOUTH FULTON,Georgia,
3049,2419 HACKAMORE DR,SOUTH FULTON,Georgia,
3051,2177 CROSSRAIL DR,SOUTH FULTON,Georgia,
3054,6463 GREY FOX WAY,SOUTH FULTON,Georgia,
3080,260 MAGNOLIA WALK LN,SOUTH FULTON,Georgia,
3089,7200 BRADFORD WAY,SOUTH FULTON,Georgia,
3136,6117 OAK BEND CT,SOUTH FULTON,Georgia,
3137,217 BUENA VISTA AVE,ATLANTA,Georgia,
3141,765 FORMWALT ST,ATLANTA,Georgia,
3144,257 HENDRIX AVE,ATLANTA,Georgia,
3146,439 FORMWALT ST,ATLANTA,Georgia,
3148,407 FULTON ST,ATLANTA,Georgia,
3149,458 IRA ST,ATLANTA,Georgia,
3150,380 CRUMLEY ST,ATLANTA,Georgia,
3153,639 WINDSOR ST,ATLANTA,Georgia,
3155,396 BASS ST,ATLANTA,Georgia,
3156,378 BASS ST,ATLANTA,Georgia,
3159,967 WELCH ST,ATLANTA,Georgia,
3164,961 COLEMAN ST,ATLANTA,Georgia,
3165,971 COLEMAN ST,ATLANTA,Georgia,
3166,974 WELCH ST,ATLANTA,Georgia,
3167,962 WELCH ST,ATLANTA,Georgia,
3168,962 WELCH ST,ATLANTA,Georgia,
3170,958 WELCH ST,ATLANTA,Georgia,
3171,978 COLEMAN ST,ATLANTA,Georgia,
3172,964 COLEMAN ST,ATLANTA,Georgia,
3173,954 COLEMAN ST,ATLANTA,Georgia,
3175,952 SIMS ST,ATLANTA,Georgia,
3176,968 SIMS ST,ATLANTA,Georgia,
3177,951 COLEMAN ST,ATLANTA,Georgia,
3180,911 SMITH ST,ATLANTA,Georgia,
3182,907 IRA ST,ATLANTA,Georgia,
3184,379 MARY ST,ATLANTA,Georgia,
3185,379 MARY ST,ATLANTA,Georgia,
3186,924 SMITH ST,ATLANTA,Georgia,
3189,945 SMITH ST,ATLANTA,Georgia,
3191,965 SMITH ST,ATLANTA,Georgia,
3192,971 SMITH ST,ATLANTA,Georgia,
3193,958 MC DANIEL ST,ATLANTA,Georgia,
3195,970 SMITH ST,ATLANTA,Georgia,
3197,944 SMITH ST,ATLANTA,Georgia,
3199,966 IRA ST,ATLANTA,Georgia,
3200,966 IRA ST,ATLANTA,Georgia,
3201,920 IRA ST,ATLANTA,Georgia,
3202,920 IRA ST,ATLANTA,Georgia,
3203,995 COLEMAN ST,ATLANTA,Georgia,
3205,1012 WELCH ST,ATLANTA,Georgia,
3206,1006 WELCH ST,ATLANTA,Georgia,
3207,1002 WELCH ST,ATLANTA,Georgia,
3209,998 WELCH ST,ATLANTA,Georgia,
3211,1005 SIMS ST,ATLANTA,Georgia,
3213,1002 SIMS ST,ATLANTA,Georgia,
3214,1019 MC DANIEL ST,ATLANTA,Georgia,
3215,1035 COLEMAN ST,ATLANTA,Georgia,
3217,1056 WELCH ST,ATLANTA,Georgia,
3218,1049 SIMS ST,ATLANTA,Georgia,
3220,1065 HUBBARD ST,ATLANTA,Georgia,
3223,1054 HUBBARD ST,ATLANTA,Georgia,
3224,999 SMITH ST,ATLANTA,Georgia,
3226,1010 MC DANIEL ST,ATLANTA,Georgia,
3227,1004 MC DANIEL ST,ATLANTA,Georgia,
3228,997 IRA ST,ATLANTA,Georgia,
3229,356 ARTHUR ST,ATLANTA,Georgia,
3230,1009 GARIBALDI ST,ATLANTA,Georgia,
3231,1016 IRA ST,ATLANTA,Georgia,
3232,1029 SMITH ST,ATLANTA,Georgia,
3233,1029 SMITH ST,ATLANTA,Georgia,
3238,1048 GARIBALDI ST,ATLANTA,Georgia,
3239,1012 IRA ST,ATLANTA,Georgia,
3240,1030 IRA ST,ATLANTA,Georgia,
3241,1004 IRA ST,ATLANTA,Georgia,
3242,369 DELEVAN ST,ATLANTA,Georgia,
3249,431 MANFORD RD,ATLANTA,Georgia,
3250,419 MANFORD RD,ATLANTA,Georgia,
3257,882 TIFT AVE,ATLANTA,Georgia,
3259,961 METROPOLITAN PKWY,ATLANTA,Georgia,
3263,1037 METROPOLITAN AVE,ATLANTA,Georgia,
3264,1037 METROPOLITAN AVE,ATLANTA,Georgia,
3269,1081 METROPOLITAN PKWY,ATLANTA,Georgia,
3270,1081 METROPOLITAN PKWY,ATLANTA,Georgia,
3272,1085 METROPOLITAN PKWY,ATLANTA,Georgia,
3273,1113 METROPOLITAN PKWY,ATLANTA,Georgia,
3281,902 ALLENE AVE,ATLANTA,Georgia,
3283,654 GILLETTE AVE,ATLANTA,Georgia,
3285,837 METROPOLITAN PKWY,ATLANTA,Georgia,
3288,1263 GRAYMONT DR,ATLANTA,Georgia,
3289,1283 GRAYMONT DR,ATLANTA,Georgia,
3298,1226 GRAYMONT DR,ATLANTA,Georgia,
3306,1316 KENILWORTH DR,ATLANTA,Georgia,
3307,1280 KENILWORTH DR,ATLANTA,Georgia,
3310,1231 EPWORTH ST,ATLANTA,Georgia,
3312,1305 EPWORTH ST,ATLANTA,Georgia,
3313,1305 EPWORTH ST,ATLANTA,Georgia,
3316,1262 LORENZO DR,ATLANTA,Georgia,
3317,1244 LORENZO DR,ATLANTA,Georgia,
3319,1278 OAKLAND TER,ATLANTA,Georgia,
3322,1240 OAKLAND TER,ATLANTA,Georgia,
3325,1232 EPWORTH ST,ATLANTA,Georgia,
3330,1454 WESTMONT RD,ATLANTA,Georgia,
3331,1454 WESTMONT RD,ATLANTA,Georgia,
3338,1417 ELIZABETH AVE,ATLANTA,Georgia,
3339,1417 ELIZABETH AVE,ATLANTA,Georgia,
3340,1416 GRAYMONT DR,ATLANTA,Georgia,
3342,1410 GRAYMONT DR,ATLANTA,Georgia,
3347,1409 KENILWORTH DR,ATLANTA,Georgia,
3351,1432 ELIZABETH AVE,ATLANTA,Georgia,
3352,1426 ELIZABETH AVE,ATLANTA,Georgia,
3357,1379 BYRERE TER,ATLANTA,Georgia,
3358,1379 BYRERE TER,ATLANTA,Georgia,
3359,1367 BYRERE TER,ATLANTA,Georgia,
3360,1373 EPWORTH ST,ATLANTA,Georgia,
3362,1392 BYRERE TER,ATLANTA,Georgia,
3364,1396 EPWORTH ST,ATLANTA,Georgia,
3365,1275 CAMPBELLTON RD,ATLANTA,Georgia,
3366,1234 BYEWOOD LN,ATLANTA,Georgia,
3367,1255 CAMPBELLTON RD,ATLANTA,Georgia,
3368,1455 RYAN ST,ATLANTA,Georgia,
3373,1480 RYAN ST,ATLANTA,Georgia,
3374,1258 CAMPBELLTON RD,ATLANTA,Georgia,
3375,1432 CONNALLY AVE,ATLANTA,Georgia,
3376,1446 CONNALLY AVE,ATLANTA,Georgia,
3378,882 OAKLAND DR,ATLANTA,Georgia,
3380,912 OAKLAND DR,ATLANTA,Georgia,
3381,1118 RICHLAND RD,ATLANTA,Georgia,
3382,1112 RICHLAND RD,ATLANTA,Georgia,
3383,1108 RICHLAND RD,ATLANTA,Georgia,
3384,1108 RICHLAND RD,ATLANTA,Georgia,
3385,907 LAWTON ST,ATLANTA,Georgia,
3386,907 LAWTON ST,ATLANTA,Georgia,
3387,1176 MONTREAT AVE,ATLANTA,Georgia,
3388,1176 MONTREAT AVE,ATLANTA,Georgia,
3389,1176 MONTREAT AVE,ATLANTA,Georgia,
3391,1183 MERRILL AVE,ATLANTA,Georgia,
3393,1183 MERRILL AVE,ATLANTA,Georgia,
3394,1115 MERRILL AVE,ATLANTA,Georgia,
3397,1013 PEEPLES ST,ATLANTA,Georgia,
3398,966 LAWTON ST,ATLANTA,Georgia,
3399,956 LAWTON ST,ATLANTA,Georgia,
3400,1151 TUCKER PL,ATLANTA,Georgia,
3401,1010 OAKLAND DR,ATLANTA,Georgia,
3402,1061 PEEPLES ST,ATLANTA,Georgia,
3403,1105 CORDOVA ST,ATLANTA,Georgia,
3405,1073 PEEPLES ST,ATLANTA,Georgia,
3406,1003 SPARKS ST,ATLANTA,Georgia,
3407,1005 SPARKS ST,ATLANTA,Georgia,
3408,1017 SPARKS ST,ATLANTA,Georgia,
3409,1021 SPARKS ST,ATLANTA,Georgia,
3410,1037 SPARKS ST,ATLANTA,Georgia,
3411,1037 SPARKS ST,ATLANTA,Georgia,
3414,1049 LAWTON ST,ATLANTA,Georgia,
3415,1053 LAWTON AVE,ATLANTA,Georgia,
3417,969 DIMMOCK ST,ATLANTA,Georgia,
3418,1028 LAWTON AVE,ATLANTA,Georgia,
3419,1022 LAWTON ST,ATLANTA,Georgia,
3420,1033 WHITEOAK AVE,ATLANTA,Georgia,
3421,1085 WHITEOAK AVE,ATLANTA,Georgia,
3423,1100 WHITEOAK AVE,ATLANTA,Georgia,
3425,1100 WHITEOAK AVE,ATLANTA,Georgia,
3426,1094 WHITEOAK AVE,ATLANTA,Georgia,
3427,1094 WHITEOAK AVE,ATLANTA,Georgia,
3428,1070 WHITEOAK AVE,ATLANTA,Georgia,
3429,1070 WHITEOAK AVE,ATLANTA,Georgia,
3430,1078 PEEPLES ST,ATLANTA,Georgia,
3431,1096 PEEPLES ST,ATLANTA,Georgia,
3433,1137 ARLINGTON AVE,ATLANTA,Georgia,
3434,1091 SELWIN AVE,ATLANTA,Georgia,
3435,1115 SELWIN AVE,ATLANTA,Georgia,
3436,1130 OAKLAND DR,ATLANTA,Georgia,
3438,1124 OAKLAND DR,ATLANTA,Georgia,
3439,1098 OAKLAND DR,ATLANTA,Georgia,
3440,1163 WILMINGTON AVE,ATLANTA,Georgia,
3441,1184 WILMINGTON AVE,ATLANTA,Georgia,
3442,1174 WILMINGTON AVE,ATLANTA,Georgia,
3443,1174 WILMINGTON AVE,ATLANTA,Georgia,
3444,1160 WILMINGTON AVE,ATLANTA,Georgia,
3445,1152 OAKLAND DR,ATLANTA,Georgia,
3447,1130 LA ROSA TER,ATLANTA,Georgia,
3448,1130 LA ROSA TER,ATLANTA,Georgia,
3450,1124 LA ROSA TER,ATLANTA,Georgia,
3451,1174 PRINCESS AVE,ATLANTA,Georgia,
3452,1198 AVON AVE,ATLANTA,Georgia,
3454,1254 PRINCESS AVE,ATLANTA,Georgia,
3455,1254 PRINCESS AVE,ATLANTA,Georgia,
3458,1316 OAKLAND DR,ATLANTA,Georgia,
3461,1161 JEFFERSON AVE,EAST POINT,Georgia,
3481,1237 WINBURN DR,EAST POINT,Georgia,
3483,1531 BELMONT AVE,ATLANTA,Georgia,
3487,1583 ATHENS AVE,ATLANTA,Georgia,
3488,1617 ATHENS AVE,ATLANTA,Georgia,
3489,1578 BELMONT AVE,ATLANTA,Georgia,
3490,1552 BELMONT AVE,ATLANTA,Georgia,
3493,1581 METROPOLITAN PKWY,ATLANTA,Georgia,
3494,1591 METROPOLITAN PKWY,ATLANTA,Georgia,
3495,1591 METROPOLITAN PKWY,ATLANTA,Georgia,
3497,1558 ATHENS AVE,ATLANTA,Georgia,
3501,823 BEECHWOOD AVE,ATLANTA,Georgia,
3502,1276 ALLENE AVE,ATLANTA,Georgia,
3503,790 BEECHWOOD AVE,ATLANTA,Georgia,
3505,847 DILL AVE,ATLANTA,Georgia,
3507,817 DILL AVE,ATLANTA,Georgia,
3512,1365 HARTFORD AVE,ATLANTA,Georgia,
3514,874 DILL AVE,ATLANTA,Georgia,
3515,874 DILL AVE,ATLANTA,Georgia,
3516,874 DILL AVE,ATLANTA,Georgia,
3517,1405 GRAHAM ST,ATLANTA,Georgia,
3520,1411 FAIRBANKS ST,ATLANTA,Georgia,
3522,1412 GRAHAM ST,ATLANTA,Georgia,
3524,810 DILL AVE,ATLANTA,Georgia,
3525,806 DILL AVE,ATLANTA,Georgia,
3527,806 DILL AVE,ATLANTA,Georgia,
3528,802 DILL AVE,ATLANTA,Georgia,
3531,0 EVERHART ST,ATLANTA,Georgia,
3532,750 DILL AVE,ATLANTA,Georgia,
3538,1395 BEATIE AVE,ATLANTA,Georgia,
3539,1406 DE SOTO AVE,ATLANTA,Georgia,
3542,1386 BEATIE AVE,ATLANTA,Georgia,
3544,1366 BEATIE AVE,ATLANTA,Georgia,
3545,1366 BEATIE AVE,ATLANTA,Georgia,
3550,1464 GRAHAM ST,ATLANTA,Georgia,
3551,1450 GRAHAM ST,ATLANTA,Georgia,
3563,1454 BEATIE AVE,ATLANTA,Georgia,
3565,1454 BEATIE AVE,ATLANTA,Georgia,
3566,1449 ATHENS AVE,ATLANTA,Georgia,
3567,1449 ATHENS AVE,ATLANTA,Georgia,
3570,959 DILL AVE,ATLANTA,Georgia,
3571,975 DILL AVE,ATLANTA,Georgia,
3572,993 DILL AVE,ATLANTA,Georgia,
3573,993 DILL AVE,ATLANTA,Georgia,
3574,999 DILL AVE,ATLANTA,Georgia,
3575,1056 DILL AVE,ATLANTA,Georgia,
3576,1052 DILL AVE,ATLANTA,Georgia,
3577,1050 DILL AVE,ATLANTA,Georgia,
3578,1050 DILL AVE,ATLANTA,Georgia,
3580,1020 DILL AVE,ATLANTA,Georgia,
3581,1020 DILL AVE,ATLANTA,Georgia,
3582,934 DILL AVE,ATLANTA,Georgia,
3583,930 DILL AVE,ATLANTA,Georgia,
3584,1371 SYLVAN RD,ATLANTA,Georgia,
3587,558 GRANT ST,ATLANTA,Georgia,
3590,1045 DECKNER AVE,ATLANTA,Georgia,
3591,1491 LANGSTON AVE,ATLANTA,Georgia,
3594,1516 MURPHY AVE,ATLANTA,Georgia,
3595,1524 MURPHY AVE,ATLANTA,Georgia,
3596,1527 LANGSTON AVE,ATLANTA,Georgia,
3600,1570 LANGSTON AVE,ATLANTA,Georgia,
3602,1016 DECKNER AVE,ATLANTA,Georgia,
3606,1003 BYRON DR,ATLANTA,Georgia,
3607,1540 MELROSE DR,ATLANTA,Georgia,
3608,974 BYRON DR,ATLANTA,Georgia,
3613,980 KATHERWOOD DR,ATLANTA,Georgia,
3614,944 HARTE DR,ATLANTA,Georgia,
3615,1737 EVANS DR,ATLANTA,Georgia,
3616,1737 EVANS DR,ATLANTA,Georgia,
3618,1736 LANIER DR,ATLANTA,Georgia,
3622,1787 LANGSTON AVE,ATLANTA,Georgia,
3623,1063 VICTORY DR,ATLANTA,Georgia,
3625,1063 VICTORY DR,ATLANTA,Georgia,
3627,1804 LANGSTON AVE,ATLANTA,Georgia,
3628,949 HOPE DR,ATLANTA,Georgia,
3633,771 NORTH EVELYN PL,ATLANTA,Georgia,
3634,767 NORTH EVELYN PL,ATLANTA,Georgia,
3637,1685 DONALD LEE HOLLOWELL PKWY,ATLANTA,Georgia,
3638,660 FLORENCE PL,ATLANTA,Georgia,
3640,676 HORTENSE PL,ATLANTA,Georgia,
3641,676 HORTENSE PL,ATLANTA,Georgia,
3642,790 HORTENSE WAY,ATLANTA,Georgia,
3647,691 FRANCIS PL,ATLANTA,Georgia,
3655,949 CATO ST,ATLANTA,Georgia,
3656,949 CATO ST,ATLANTA,Georgia,
3672,2029 DETROIT AVE,ATLANTA,Georgia,
3673,2015 DETROIT AVE,ATLANTA,Georgia,
3677,403 WESTCHESTER BLVD,ATLANTA,Georgia,
3678,382 ILLINOIS AVE,ATLANTA,Georgia,
3681,2015 CHICAGO AVE,ATLANTA,Georgia,
3682,2012 JOSEPH E BOONE BLVD,ATLANTA,Georgia,
3686,2064 CHICAGO AVE,ATLANTA,Georgia,
3687,382 YONKERS AVE,ATLANTA,Georgia,
3689,2059 DETROIT AVE,ATLANTA,Georgia,
3690,2070 DETROIT AVE,ATLANTA,Georgia,
3692,1957 PINEDALE DR,ATLANTA,Georgia,
3693,1894 NORTH AVE,ATLANTA,Georgia,
3697,1636 DETROIT AVE,ATLANTA,Georgia,
3698,361 SIMPSON TER,ATLANTA,Georgia,
3699,1808 PINEDALE DR,ATLANTA,Georgia,
3700,640 SIMMONS ST,ATLANTA,Georgia,
3703,960 PELHAM ST,ATLANTA,Georgia,
3711,505 NORFOLK ST,ATLANTA,Georgia,
3713,0 CAIRO ST,ATLANTA,Georgia,
3717,934 PROCTOR ST,ATLANTA,Georgia,
3721,1340 NORTH AVE,ATLANTA,Georgia,
3726,944 JOSEPH E BOONE BLVD,ATLANTA,Georgia,
3728,933 ASHBY CIR,ATLANTA,Georgia,
3729,941 ASHBY CIR,ATLANTA,Georgia,
3736,1086 MAYSON TURNER RD,ATLANTA,Georgia,
3743,1022 WASHINGTON HEIGHTS TER,ATLANTA,Georgia,
3751,951 MAYSON TURNER RD,ATLANTA,Georgia,
3758,980 MICHIGAN AVE,ATLANTA,Georgia,
3759,1000 DE SOTO ST,ATLANTA,Georgia,
3777,1015 PARSONS ST,ATLANTA,Georgia,
3791,961 CAMILLA ST,ATLANTA,Georgia,
3796,142 FIRST ST,ATLANTA,Georgia,
3824,960 JOYCE ST,ATLANTA,Georgia,
3833,303 ATWOOD ST,ATLANTA,Georgia,
3836,598 PARSONS ST,ATLANTA,Georgia,
3840,889 T P BURRUSS SR DR,ATLANTA,Georgia,
3844,831 DRUMMOND ST,ATLANTA,Georgia,
3846,880 DRUMMOND ST,ATLANTA,Georgia,
3851,606 THURMOND ST,ATLANTA,Georgia,
3857,596 RHODES ST,ATLANTA,Georgia,
3858,218 SCIPLE TER,ATLANTA,Georgia,
3860,859 THURMOND ST,ATLANTA,Georgia,
3863,0 POND ST,ATLANTA,Georgia,
3864,228 JAMES P BRAWLEY DR,ATLANTA,Georgia,
3865,752 JOSEPH E BOONE BLVD,ATLANTA,Georgia,
3866,287 GRIFFIN ST,ATLANTA,Georgia,
3867,708 JOSEPH E BOONE BLVD,ATLANTA,Georgia,
3885,1214 CALHOUN AVE,EAST POINT,Georgia,
3895,1447 HARDIN AVE,COLLEGE PARK,Georgia,
3909,1628 HARDIN AVE,COLLEGE PARK,Georgia,
3918,1752 TEMPLE AVE,COLLEGE PARK,Georgia,
3919,1703 TEMPLE AVE,COLLEGE PARK,Georgia,
3942,1032 NATHAM DR,ATLANTA,Georgia,
3946,1095 STONEWALL DR,ATLANTA,Georgia,
3954,969 STONEWALL DR,ATLANTA,Georgia,
3956,2013 LEWIS RD,ATLANTA,Georgia,
3960,866 LEE ANDREWS AVE,ATLANTA,Georgia,
3991,1356 KIPLING ST,ATLANTA,Georgia,
3999,858 MC DONOUGH BLVD,ATLANTA,Georgia,
4005,1582 PONTIAC PL,ATLANTA,Georgia,
4006,1582 PONTIAC PL,ATLANTA,Georgia,
4007,1554 WOODLAND CIR,ATLANTA,Georgia,
4010,1030 MORELAND DR,ATLANTA,Georgia,
4019,886 CUSTER AVE,ATLANTA,Georgia,
4020,732 CUSTER AVE,ATLANTA,Georgia,
4046,1176 VICKERS ST,ATLANTA,Georgia,
4068,925 GILBERT ST,ATLANTA,Georgia,
4072,911 MORELAND AVE,ATLANTA,Georgia,
4073,959 MORELAND AVE,ATLANTA,Georgia,
4084,636 VERNON AVE,ATLANTA,Georgia,
4097,984 ORMEWOOD AVE,ATLANTA,Georgia,
4118,1010 EDEN AVE,ATLANTA,Georgia,
4138,183 VANIRA AVE,ATLANTA,Georgia,
4144,1010 DUNNING ST,ATLANTA,Georgia,
4145,1001 MARTIN ST,ATLANTA,Georgia,
4146,1015 MARTIN ST,ATLANTA,Georgia,
4147,124 HAYGOOD AVE,ATLANTA,Georgia,
4151,245 TUSKEGEE ST,ATLANTA,Georgia,
4153,999 GRANT TER,ATLANTA,Georgia,
4154,1043 FERN AVE,ATLANTA,Georgia,
4156,162 HAYGOOD AVE,ATLANTA,Georgia,
4158,1061 GRANT TER,ATLANTA,Georgia,
4160,193 HAYGOOD AVE,ATLANTA,Georgia,
4169,58 BISBEE AVE,ATLANTA,Georgia,
4171,1435 MURRAY ST,ATLANTA,Georgia,
4176,1459 JONESBORO RD,ATLANTA,Georgia,
4178,1374 LAKEWOOD AVE,ATLANTA,Georgia,
4182,86 MELDON AVE,ATLANTA,Georgia,
4186,28 PARK AVE,ATLANTA,Georgia,
4188,240 BOOKER AVE,ATLANTA,Georgia,
4191,248 BOOKER ST,ATLANTA,Georgia,
4193,256 BOOKER ST,ATLANTA,Georgia,
4201,1657 THORNTON PL,ATLANTA,Georgia,
4205,2038 BEAUPREE ST,ATLANTA,Georgia,
4207,2033 REYNOLDS DR,ATLANTA,Georgia,
4220,607 PICKETT ST,ATLANTA,Georgia,
4226,114 TYE ST,ATLANTA,Georgia,
4256,647 MC DONALD ST,ATLANTA,Georgia,
4279,1109 COLQUITT AVE,ATLANTA,Georgia,
4318,797 GREENWOOD AVE,ATLANTA,Georgia,
4319,865 GREENWOOD AVE,ATLANTA,Georgia,
4352,0 SAINT CHARLES WAY,ATLANTA,Georgia,
4363,744 PENN AVE,ATLANTA,Georgia,
4381,426 ARNOLD ST,ATLANTA,Georgia,
4397,2280 MACON DR,ATLANTA,Georgia,
4399,2332 MACON DR,ATLANTA,Georgia,
4403,2317 POLAR ROCK AVE,ATLANTA,Georgia,
4407,2329 POLAR ROCK TER,ATLANTA,Georgia,
4416,2364 BURROUGHS AVE,ATLANTA,Georgia,
4417,2364 BURROUGHS AVE,ATLANTA,Georgia,
4418,2146 BROWNS MILL RD,ATLANTA,Georgia,
4419,2227 JERNIGAN DR,ATLANTA,Georgia,
4420,2134 JERNIGAN DR,ATLANTA,Georgia,
4421,2228 JERNIGAN DR,ATLANTA,Georgia,
4422,2141 BURROUGHS AVE,ATLANTA,Georgia,
4427,2180 BURROUGHS AVE,ATLANTA,Georgia,
4433,2244 CAREY DR,ATLANTA,Georgia,
4434,2260 CAREY DR,ATLANTA,Georgia,
4435,2245 CAREY DR,ATLANTA,Georgia,
4439,2306 CAREY DR,ATLANTA,Georgia,
4440,559 MC WILLIAMS RD,ATLANTA,Georgia,
4443,400 LINDSEY DR,ATLANTA,Georgia,
4444,400 LINDSEY DR,ATLANTA,Georgia,
4448,331 EAST RHINEHILL RD,ATLANTA,Georgia,
4451,2139 MEADOR AVE,ATLANTA,Georgia,
4452,2187 BAYWOOD DR,ATLANTA,Georgia,
4455,2248 BAYWOOD DR,ATLANTA,Georgia,
4459,2377 BAYWOOD DR,ATLANTA,Georgia,
4461,2485 SWALLOW CIR,ATLANTA,Georgia,
4465,80 FINCH DR,ATLANTA,Georgia,
4466,66 FINCH DR,ATLANTA,Georgia,
4469,35 FINCH DR,ATLANTA,Georgia,
4483,84 CLEVELAND AVE,ATLANTA,Georgia,
